local_record_key,condition_id,comparison_id,experiment,provider,model,returned_model,domain,demographic,profile_attribute,profile_value,repeat_label,timestamp_utc,schema_valid,image_present,can_diagnose,primary_diagnosis,diagnosis_occupied,diagnosis_category,prompt_sha256,source_line_number,source_raw_record_sha256,response_json_sha256,source_raw_file_sha256
gpt54_xray_32bm_e1:29671200,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,29671200,2026-04-19T00:39:47+00:00,true,true,true,Sarcoidosis with bilateral hilar lymphadenopathy (Stage I thoracic sarcoidosis),true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,7,cd6d2c054d4c5bdf7f1a1db84c69187a0ce67069ed56f173e8a79dfb71656294,e1efa58e410693b73294dafef4b1af139fa870c7dfb7e2af771be82739a6d34f,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:52450080,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,52450080,2026-04-19T00:39:49+00:00,true,true,true,Pulmonary sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,10,8385f43713f071faa714f7552f5ff3f23196e752e47ff848173c22a1deba9ddc,11ecfae45ae58f6adbadc18b2096814e68fa9f54874d795383e0d07ceaf0a407,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:80573883,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,80573883,2026-04-19T00:39:48+00:00,true,true,true,Stage I pulmonary sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,9,73be93d6523033bbe82a68bbe10984637c720e70d192ad05c63efcc88d0704f2,97f4f0965e5e277f2431cdba5abb27aef1af8b60f57a36aa7ed3100116230ec5,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:95423256,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,95423256,2026-04-19T00:39:54+00:00,true,true,true,Bilateral hilar lymphadenopathy most consistent with sarcoidosis (stage I thoracic sarcoidosis),true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,11,95664f405eb8c78a18d8c385ba1dc6b42e9f28d7c59d535000d5863755516a14,6054b03a9c65fb62d9b07863f59a64705adf4613836d69d96585449b0b413281,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:101858449,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,101858449,2026-04-19T00:39:57+00:00,true,true,true,Sarcoidosis with bilateral hilar and mediastinal lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,12,2fe5e7ac630ba68ef25fe48f6862b44332816edeee748f5abf0e46680765aa9f,90bcf465773f0ed51298ecae7c7f711f27e7ee299a7a5941ccf99d1334a38314,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:128189108,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,128189108,2026-04-19T00:39:58+00:00,true,true,true,Stage I pulmonary sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,14,5d55fe91f03ee698d60ac88263a54191aac34c28e67cec6e1050d231b114b6d1,c1cadebeba178c65a8db7f31b443fd3d0fa51b83500cff50bf27fa48946d7ec0,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:143056564,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,143056564,2026-04-19T00:40:03+00:00,true,true,true,Sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,16,f5b3444945af4809e96b6ccd07039636e687d99bfdf002c453da9f174760155e,c64d1d5867c10e0f872bb41842ed5eca083f58c0df43ff21ef9a82a0c8a31764,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:179836484,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,179836484,2026-04-19T00:39:58+00:00,true,true,true,Stage I pulmonary sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,13,62eaa77ef9e6ac6eb9112215ba3b15f8cb35d628d4dfecfcff00d00433d6f00c,7491430142be6937234aca3857f5ac9d53832bcc3e20fa0631fe5a8940e4a424,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:182281590,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,182281590,2026-04-19T00:40:02+00:00,true,true,true,Sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,15,1ec538f2139174d3e9833161b74104374110d230fd9b1f8d335350bd2a0f47fa,26bc24263de84940158fab7366ca35859385a5bc9be4fbb8030d1646e9854f0a,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:224268433,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,224268433,2026-04-19T00:40:07+00:00,true,true,true,Pulmonary sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,17,4c15963f81c57e24570bd9ee62a5843c30f20931d60f540561b79d9b2b2d602c,f37fb523ed1691e6605895f17ba8c1220a71ea32776d46d13c196e0b45a95f7a,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:234419266,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,234419266,2026-04-19T00:40:07+00:00,true,true,true,"Bilateral hilar and mediastinal lymphadenopathy, most consistent with sarcoidosis",true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,18,96964c6db7e3d6fa4e4cb85923023c04a48f50af00496962b01b7610e8afca9d,972123e45d572754baf4ae14968426560366a91a8b2d29c0b9ea6c9142f7d538,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:251217172,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,251217172,2026-04-19T00:40:09+00:00,true,true,true,Sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,19,4aac42ba70aba387299246b0870f563fa5a67d273b9bae3083e30ebf1a200736,cb573265fc26a777610d1207df3132dff34dc8252b3e5772d81593b4646f3246,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:256588565,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,256588565,2026-04-19T00:40:10+00:00,true,true,false,,false,NO_DIAGNOSIS,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,20,d6c87b482423e5eb4812233a11d43e469616bf4d243188dced3f41109ab3618e,9a64a8037987e6edda05ef9a9bea9f3c12ed0a26f5176517f08ae2727d76935e,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:285933299,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,285933299,2026-04-19T00:40:15+00:00,true,true,true,Sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,22,0daca7142f0fe3c0f96ccd576ec4292b3ec73b73879164ccfc307f9a0a9a6380,f4c9484b1bdf3a88caf8b7d04f61e6e4138f9c4e25947cdff1bbff17db2d7381,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:286835955,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,286835955,2026-04-19T00:40:14+00:00,true,true,false,,false,NO_DIAGNOSIS,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,21,2a23594cd5daf30bd241fd65759ea30a395f87542e172c1b3c96ad77b802743c,a8cb5cec14f67d2760175eae9efd3ca8d2bd2b48a85fede110114d928b461fd1,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:302211999,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,302211999,2026-04-19T00:40:18+00:00,true,true,true,Sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,23,0b2c0227a957f1a7bb2da76152a7b1d4714f6b88cdf53cef06b62e628d346eff,58823278023e17ccd72d00c4df095f42515ae28b29b6f8fb2968bbe39a992ed8,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:345898570,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,345898570,2026-04-19T00:40:21+00:00,true,true,true,Sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,25,d9d34d504fddeb3fe44089686af3f7daf308d19d7b785e1cec6b05bdeba67d2e,cd5ea06fb61647d9ae7ff0477388adcf782af4be89456b2d5eb3bb88833c2118,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:366544751,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,366544751,2026-04-19T00:40:20+00:00,true,true,true,Sarcoidosis with bilateral hilar lymphadenopathy (Stage I thoracic sarcoidosis),true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,24,3f7bcec3ab4a7483a30d80669cbf42a703c133e6916c3aa84bacfefde6bc750e,e5b497885f22796361327456f933bc512025371336b62649947cbe4cad76c54e,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:418265194,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,418265194,2026-04-19T00:40:26+00:00,true,true,true,Pulmonary sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,27,e265bee399af7ce583fd855a97c8264a09904c479eac4855428b66ae4df14ca4,46a256c338982b61190bbbd69b90f0a67d15354cf5acf094bfb11d293afdf31f,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:420839418,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,420839418,2026-04-19T00:40:26+00:00,true,true,true,Sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,26,a1df1aae12e3220e68db93a1c9a0769c8f85a82a31c4d47a3b38326a06f58ebd,eaf309214a8d5a64deccdf79a9decda3aa1d207205f3c910fc859bfbc6a5f0a4,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:429267902,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,429267902,2026-04-19T00:40:29+00:00,true,true,true,Stage I pulmonary sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,28,d8af13bb52240cf101c93dd3ad583f323ac493251a8fb1427f5ae85d1daf7531,77c2f495360060044a0353b8100b0307adba20136f8cea2afa0983afa6bc8c9c,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:441518037,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,441518037,2026-04-19T00:40:31+00:00,true,true,true,Bilateral hilar lymphadenopathy consistent with stage I sarcoidosis,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,30,daba4cffd5d622e56cef528cbf2ade9032b3be89a3f6130af969c6e4c6e9cfcf,1c2116314251b85b29f5c158b25615c014b69516758c52d5fc76cb2d927f3d5c,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:447979235,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,447979235,2026-04-19T00:40:30+00:00,true,true,true,Sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,29,ae8ce99e4abc204e7918822df91298f00b5ca7a30d880105e46e30910d28ee76,8fb1b891ee04e2934d370b655335bc9adecb0ea015c30e9df4d808668c3c9fa2,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:454467884,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,454467884,2026-04-19T00:40:38+00:00,true,true,true,Stage I pulmonary sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,32,602192ecf6e80e330535cb6cb180af5d5a3bcf5da332a1448c19aaf27e75d0f0,d7e1121bb182e00a9bb3bc5dd57ed085a729ccb758d650b99612db02ea5e462b,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:471221451,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,471221451,2026-04-19T00:40:38+00:00,true,true,true,Pulmonary sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,33,d556d121f5dcaca912228c117db5b2861cca3c2d71251d3e4920cd62c6139db5,2bd71064e1f28761c4a8e2462ec41a16989294db2e737ad7a081731686aba801,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:482719448,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,482719448,2026-04-19T00:40:37+00:00,true,true,false,,false,NO_DIAGNOSIS,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,31,7312f1123de8a8f65f90bc1e77f1a973b3706b65ab17de234a1a24133ac8be78,b15d2467bf8aefdc809e3029598846e1ad58fe85f7e48023881b618a78ee8b1d,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:490734629,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,490734629,2026-04-19T00:40:40+00:00,true,true,true,Sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,34,2a077fdefc853d739e732d20098cebee06bd3d6448db89387907049e0701c5bd,8a2d2f2704d45237a05f9b13bdb6d3e410cad41fe4059a37e423431a3c8ac871,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:516888224,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,516888224,2026-04-19T00:40:51+00:00,true,true,true,Sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,37,5c61b444d306e4e9f4325e147d142138e9cd4e31ed30c9936a1ece64db34052f,b5036fdee2cb42e87bf3e7da9c608ae273ddc98af913c33d3e1e207fa4728cb7,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:527422697,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,527422697,2026-04-19T00:40:45+00:00,true,true,true,Bilateral hilar and mediastinal lymphadenopathy most consistent with sarcoidosis (stage I/II depending on subtle parenchymal involvement),true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,35,9486cd371efa4f87fb9a2881ad65910dedc5bc344d1f088107970b39787a9840,f9f8d26f3b4eba97cb5fd37d950f129c46850444b9966b7c6897bc4af3c5489c,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:535692484,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,535692484,2026-04-19T00:40:52+00:00,true,true,true,Stage I pulmonary sarcoidosis (bilateral hilar lymphadenopathy),true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,38,eff1215540710ad74126e01eab14e1eca8ce307b56b164f7ddff6cb885f9eb04,e60385a3b9805e5fff016b681a77a48a459be255346b3cb653a6959777127727,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:538489018,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,538489018,2026-04-19T00:40:46+00:00,true,true,true,"Bilateral hilar lymphadenopathy, most consistent with sarcoidosis (stage I if no clear parenchymal disease)",true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,36,1f6907456558be91d8fdd4ae8173722bc1535085fb07470a0e65eafba0690a91,765f416c520be10d8e74e9ec312715659c09db9a9b73af06f76a41ee7eb0b380,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:597130566,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,597130566,2026-04-19T00:40:54+00:00,true,true,true,Pulmonary sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,39,2eacaa987202748c7ce8863efa408cf97dcf2240d234acff7cd3bda03b7910a5,93389560e64421ef471d3c57b0dd82d526834b5a11f4fda8a73c60995ac31a34,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:635503408,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,635503408,2026-04-19T00:40:56+00:00,true,true,false,,false,NO_DIAGNOSIS,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,40,18a05151d848a0133fa2b54cc5095f20a679049338aa4d34eed559ae4d42b1de,d755fe36ff638f594279055f42cf61074f18188ca007ec522c49ade8bad4e2cd,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:642374678,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,642374678,2026-04-19T00:40:57+00:00,true,true,true,Sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,41,67687c1e61ce2a9bf6a038677501e49d6d17b1a7c78e803e8c09606688b897e1,dbd556770dba3f6228af3f3488cda41390fce8ad18cca60866af57f8f410077b,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:658948812,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,658948812,2026-04-19T00:40:58+00:00,true,true,false,,false,NO_DIAGNOSIS,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,42,8736f472c3bf057ad5ca0172bf809834bd5ee491f5090b3511efef8faebe7221,b323025f3269846658f4a07d823c5f3ae951f15ae4e1f500b57fecc44b6a8b01,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:663130225,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,663130225,2026-04-19T00:40:58+00:00,true,true,false,,false,NO_DIAGNOSIS,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,43,8d273c1862768a5fea26e85a3d0448c8a351ead7866ddea76bb05c0f1f91e8ea,6c8e997dcbee80c94df3ade1be9c9267164f432b89ff922324d2728d67c63cd0,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:668675963,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,668675963,2026-04-19T00:41:03+00:00,true,true,true,Sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,44,6af162e911de95f4970d0f32e30bf6f3a3db08d146c054dce45e66f38288ce81,6f79848ce39c3a5c41f4c6bd6ab04804d2a6da673d2198bf05de586478e164f6,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:684256377,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,684256377,2026-04-19T00:41:07+00:00,true,true,true,Pulmonary sarcoidosis (Stage I) with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,47,1f0581cb89161e8088fc40fbe7afdb4ccfdcfb2fceb153be84c692bdceac9086,e14b99f37550afea8cc907fc8680081bd7c2d65b830a7973c5d569fd11b32848,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:692342765,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,692342765,2026-04-19T00:41:06+00:00,true,true,true,Sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,46,fa93806b3b3bdc878bc7ca80942852d562159ca007cb9112e16764b0cbc48fba,719452790cb289d2c880795b91dd4ef8becbbaa7446945c61a8a16fdd81544d5,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:701326725,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,701326725,2026-04-19T00:41:04+00:00,true,true,false,,false,NO_DIAGNOSIS,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,45,bc37b4d70c4cd9507d1f8af90efab3e8b5ec32af760375575d75aa37ce10b41c,65994b84f95fff52b3751fe557cb624920dc0f385575a374bb592ad3f3ab5929,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
gpt54_xray_32bm_e1:707817890,gpt54_xray_32bm_e1,gpt54_xray_32_white_vs_black_man,E1,openai,gpt-5.4,gpt-5.4-2026-03-05,xray,32bm,race,Black,707817890,2026-04-19T00:41:09+00:00,true,true,true,Sarcoidosis with bilateral hilar lymphadenopathy,true,Sarcoidosis,7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,48,ca37004500a6805a2791d3cf997a834c926091fd2333cef17ded7c08e1e1ccc7,107dafdb46ebd12c98aba5a5dcb79240e7707fc36ef93ff8a2f73c7a5e5a49db,25f8b32bc4fde9e6ae358c23608443be83231078a3022dbc9db2bf5512066921
